"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"952VJAK5","journalArticle","2017","Asalf, Belachew; Gadoury, David M.; Tronsmo, Anne Marte; Seem, Robert C.; Stensvand, Arne","Effects of Development of Ontogenic Resistance in Strawberry Leaves Upon Pre- and Postgermination Growth and Sporulation of Podosphaera aphanis","Plant Disease","","","10.1094/PDIS-02-15-0193-RE","http://dx.doi.org/10.1094/PDIS-02-15-0193-RE","","2017-04-11","2017-04-11 08:32:46","2017-04-11 08:32:46","","72-78","","1","100","","Plant Disease","","","","","","","","","","","","","","","bibtex: Asalf:2015aa  bibtex[da=2016/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Plant Disease;m3=doi: 10.1094/PDIS-02-15-0193-RE;ty=JOUR;year=2015;year1=2015;bdsk-url-1=http://dx.doi.org/10.1094/PDIS-02-15-0193-RE]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVX4CGHG","journalArticle","2017","Zhan, Gangming; Wang, Fuping; Wan, Cuiping; Han, Qingmei; Huang, Lili; Kang, Zhensheng; Chen, Xianming","Virulence and Molecular Diversity of the Puccinia striiformis f. sp. tritici Population in Xinjiang in Relation to Other Regions of Western China","Plant Disease","","","10.1094/PDIS-11-14-1142-RE","http://dx.doi.org/10.1094/PDIS-11-14-1142-RE","","2017-04-11","2017-04-11 08:32:46","2017-04-11 08:32:46","","99-107","","1","100","","Plant Disease","","","","","","","","","","","","","","","bibtex: Zhan:2015aa  bibtex[da=2016/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Plant Disease;m3=doi: 10.1094/PDIS-11-14-1142-RE;ty=JOUR;year=2015;year1=2015;bdsk-url-1=http://dx.doi.org/10.1094/PDIS-11-14-1142-RE]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MI2TMDE","journalArticle","2017","Kriss, A. B.; Paul, P. A.; Madden, L. V.","Variability in Fusarium Head Blight Epidemics in Relation to Global Climate Fluctuations as Represented by the El Niño-Southern Oscillation and Other Atmospheric Patterns","Phytopathology","","","10.1094/PHYTO-04-11-0125","http://dx.doi.org/10.1094/PHYTO-04-11-0125","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","55-64","","1","102","","Phytopathology","","","","","","","","","","","","","","","bibtex: Kriss:2011aa  bibtex[da=2012/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-04-11-0125;ty=JOUR;year=2011;year1=2011;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-04-11-0125]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQJFZTPR","journalArticle","2017","Gadoury, David M.; Wakefield, Laura M.; Cadle-Davidson, Lance; Dry, Ian B.; Seem, Robert C.","Effects of Prior Vegetative Growth, Inoculum Density, Light, and Mating on Conidiation of Erysiphe necator","Phytopathology","","","10.1094/PHYTO-03-11-0085","http://dx.doi.org/10.1094/PHYTO-03-11-0085","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","65-72","","1","102","","Phytopathology","","","","","","","","","","","","","","","bibtex: Gadoury:2011aa  bibtex[da=2012/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-03-11-0085;ty=JOUR;year=2011;year1=2011;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-03-11-0085]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DECMQAU9","journalArticle","2017","Ramming, David W.; Gabler, Franka; Smilanick, Joseph L.; Margosan, Dennis A.; Cadle-Davidson, Molly; Barba, Paola; Mahanil, Siraprapa; Frenkel, Omer; Milgroom, Michael G.; Cadle-Davidson, Lance","Identification of Race-Specific Resistance in North American Vitis spp. Limiting Erysiphe necator Hyphal Growth","Phytopathology","","","10.1094/PHYTO-03-11-0062","http://dx.doi.org/10.1094/PHYTO-03-11-0062","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","83-93","","1","102","","Phytopathology","","","","","","","","","","","","","","","bibtex: Ramming:2011aa  bibtex[da=2012/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-03-11-0062;ty=JOUR;year=2011;year1=2011;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-03-11-0062]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JMUBV428","journalArticle","2017","Abeysekara, Nilwala S.; Faris, Justin D.; Chao, Shiaoman; McClean, Phillip E.; Friesen, Timothy L.","Whole-Genome QTL Analysis of Stagonospora nodorum Blotch Resistance and Validation of the SnTox4--Snn4 Interaction in Hexaploid Wheat","Phytopathology","","","10.1094/PHYTO-02-11-0040","http://dx.doi.org/10.1094/PHYTO-02-11-0040","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","94-104","","1","102","","Phytopathology","","","","","","","","","","","","","","","bibtex: Abeysekara:2011aa  bibtex[da=2012/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-02-11-0040;ty=JOUR;year=2011;year1=2011;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-02-11-0040]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7VTPVCPM","journalArticle","2017","Parker, Jennifer K.; Wisotsky, Sarah R.; Johnson, Evan G.; Hijaz, Faraj M.; Killiny, Nabil; Hilf, Mark E.; De La Fuente, Leonardo","Viability of `Candidatus Liberibacter asiaticus'Prolonged by Addition of Citrus Juice to Culture Medium","Phytopathology","","","10.1094/PHYTO-05-13-0119-R","http://dx.doi.org/10.1094/PHYTO-05-13-0119-R","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","15-26","","1","104","","Phytopathology","","","","","","","","","","","","","","","bibtex: Parker:2013aa  bibtex[da=2014/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-05-13-0119-R;ty=JOUR;year=2013;year1=2013;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-05-13-0119-R]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6T536586","journalArticle","2017","Osorio, L. F.; Pattison, J. A.; Peres, N. A.; Whitaker, V. M.","Genetic Variation and Gains in Resistance of Strawberry to Colletotrichum gloeosporioides","Phytopathology","","","10.1094/PHYTO-02-13-0032-R","http://dx.doi.org/10.1094/PHYTO-02-13-0032-R","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","67-74","","1","104","","Phytopathology","","","","","","","","","","","","","","","bibtex: Osorio:2013aa  bibtex[da=2014/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-02-13-0032-R;ty=JOUR;year=2013;year1=2013;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-02-13-0032-R]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"776X522D","journalArticle","2017","Hughes, G.; McRoberts, N.; Burnett, F. J.","Information Graphs for Binary Predictors","Phytopathology","","","10.1094/PHYTO-02-14-0044-R","http://dx.doi.org/10.1094/PHYTO-02-14-0044-R","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","9-17","","1","105","","Phytopathology","","","","","","","","","","","","","","","bibtex: Hughes:2014aa  bibtex[da=2015/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-02-14-0044-R;ty=JOUR;year=2014;year1=2014;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-02-14-0044-R]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJM22HQM","journalArticle","2017","Bermúdez-Cardona, Maria Bianney; Filho, João Américo Wordell; Rodrigues, Fabrício Ávila","Leaf Gas Exchange and Chlorophyll a Fluorescence in Maize Leaves Infected with Stenocarpella macrospora","Phytopathology","","","10.1094/PHYTO-04-14-0096-R","http://dx.doi.org/10.1094/PHYTO-04-14-0096-R","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","26-34","","1","105","","Phytopathology","","","","","","","","","","","","","","","bibtex: Bermudez-Cardona:2014aa  bibtex[da=2015/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-04-14-0096-R;ty=JOUR;year=2014;year1=2014;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-04-14-0096-R]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R4BMMAPB","journalArticle","2017","Pfender, W. F.; Coop, L. B.; Seguin, S. G.; Mellbye, M. E.; Gingrich, G. A.; Silberstein, T. B.","Evaluation of the Ryegrass Stem Rust Model STEMRUST_G and Its Implementation as a Decision Aid","Phytopathology","","","10.1094/PHYTO-06-14-0156-R","http://dx.doi.org/10.1094/PHYTO-06-14-0156-R","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","35-44","","1","105","","Phytopathology","","","","","","","","","","","","","","","bibtex: Pfender:2014aa  bibtex[da=2015/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-06-14-0156-R;ty=JOUR;year=2014;year1=2014;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-06-14-0156-R]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZKRBSVZF","journalArticle","2017","Boateng, Kennedy; Lewis, Kathy J.","Spore Dispersal by Dothistroma septosporum in Northwest British Columbia","Phytopathology","","","10.1094/PHYTO-06-13-0175-R","http://dx.doi.org/10.1094/PHYTO-06-13-0175-R","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","69-79","","1","105","","Phytopathology","","","","","","","","","","","","","","","bibtex: Boateng:2014aa  bibtex[da=2015/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-06-13-0175-R;ty=JOUR;year=2014;year1=2014;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-06-13-0175-R]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X8UAIVHE","journalArticle","2017","Yu, Ying; Jiao, Li; Fu, Shufang; Yin, Ling; Zhang, Yali; Lu, Jiang","Callose Synthase Family Genes Involved in the Grapevine Defense Response to Downy Mildew Disease","Phytopathology","","","10.1094/PHYTO-07-15-0166-R","http://dx.doi.org/10.1094/PHYTO-07-15-0166-R","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","56-64","","1","106","","Phytopathology","","","","","","","","","","","","","","","bibtex: Yu:2015aa  bibtex[da=2016/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-07-15-0166-R;ty=JOUR;year=2015;year1=2015;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-07-15-0166-R]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTA3PEZM","journalArticle","2017","Liebe, Sebastian; Varrelmann, Mark","Effect of Environment and Sugar Beet Genotype on Root Rot Development and Pathogen Profile During Storage","Phytopathology","","","10.1094/PHYTO-07-15-0172-R","http://dx.doi.org/10.1094/PHYTO-07-15-0172-R","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","65-75","","1","106","","Phytopathology","","","","","","","","","","","","","","","bibtex: Liebe:2015aa  bibtex[da=2016/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-07-15-0172-R;ty=JOUR;year=2015;year1=2015;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-07-15-0172-R]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9S3NHXN4","journalArticle","2017","Liebe, Sebastian; Christ, Daniela S.; Ehricht, Ralf; Varrelmann, Mark","Development of a DNA Microarray-Based Assay for the Detection of Sugar Beet Root Rot Pathogens","Phytopathology","","","10.1094/PHYTO-07-15-0171-R","http://dx.doi.org/10.1094/PHYTO-07-15-0171-R","","2017-04-10","2017-04-11 08:32:46","2017-04-11 08:32:46","","76-86","","1","106","","Phytopathology","","","","","","","","","","","","","","","bibtex: Liebe:2015ab  bibtex[da=2016/01/01;date-added=2017-04-11 08:26:19 +0000;date-modified=2017-04-11 08:26:19 +0000;journal1=Phytopathology;m3=doi: 10.1094/PHYTO-07-15-0171-R;ty=JOUR;year=2015;year1=2015;bdsk-url-1=http://dx.doi.org/10.1094/PHYTO-07-15-0171-R]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6T6T2DXG","journalArticle","2012","Ido, Yukari; Nakahara, Kenji S.; Uyeda, Ichiro","White clover mosaic virus-induced gene silencing in pea","Journal of General Plant Pathology","","1610-739X","10.1007/s10327-012-0360-3","http://dx.doi.org/10.1007/s10327-012-0360-3","Double-stranded RNAs formed in secondary structures and replicative intermediates of viral genomes are thought to strongly elicit RNA silencing. This phenomenon is known as virus-induced gene silencing (VIGS). VIGS is a powerful tool for modifying gene expression in host plants. We constructed a virus vector based on White clover mosaic virus (WClMV) and demonstrated VIGS of phytoene desaturase (PDS) in pea. Photobleaching of tissues, caused by VIGS of PDS, was observed in restricted areas of upper leaves and stems. We confirmed that the PDS mRNA and subgenomic RNAs of WClMV were reduced in the photobleached tissues.","2012","2017-04-11 08:32:46","2017-04-11 08:32:46","","127-132","","2","78","","","","","","","","","","","","","","","","","bibtex: Ido2012  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1007/s10327-012-0360-3]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPRTQQJX","journalArticle","2012","Tashiro, Nobuya; Manabe, Kayo; Ide, Youichi","First report of whisker mold, a postharvest disease on citrus caused by Penicillium ulaiense (in Japan)","Journal of General Plant Pathology","","1610-739X","10.1007/s10327-012-0363-0","http://dx.doi.org/10.1007/s10327-012-0363-0","In March 2006, stored fruits of the medium-to-late-ripening citrus variety Shiranuhi ([Citrus unshiu × C. sinensis] × C. reticulata) were found to have a disease similar to blue mold. The fungus causing this disease differed distinctly from the well-known, blue mold agent, Penicillium italicum, because it formed whisker-like coremia measuring 1--8 mm. On the basis of the morphological characteristics and the phylogenetic analysis based on the nucleotide sequence of the β-tubulin gene, the fungus was identified as P. ulaiense. This is the first report of citrus whisker mold caused by P. ulaiense in Japan.","2012","2017-04-11 08:32:46","2017-04-11 08:32:46","","140-144","","2","78","","","","","","","","","","","","","","","","","bibtex: Tashiro2012  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1007/s10327-012-0363-0]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFM8GB3X","journalArticle","2012","Yakabe, Lani E.; Maccree, M. Malendia; Sudarshana, Padma; McClean, Ali E.; Parker, Shane R.; Wechter, William P.; Presting, Gernot; Marutani-Hert, Mizuri; Kluepfel, Daniel A.","Novel PCR primers for detection of genetically diverse virulent Agrobacterium tumefaciens biovar 1 strains","Journal of General Plant Pathology","","1610-739X","10.1007/s10327-012-0364-z","http://dx.doi.org/10.1007/s10327-012-0364-z","Novel PCR primers were developed to amplify a 243-bp fragment of an intergenic region between gene 5 and tms2 on the T-DNA of Agrobacterium tumefaciens biovar 1. These primers exhibit 100% positive correlation with strain virulence, 100% negative correlation with avirulence, and did not generate extraneous bands, thus facilitating robust real-time PCR detection.","2012","2017-04-11 08:32:46","2017-04-11 08:32:46","","121-126","","2","78","","","","","","","","","","","","","","","","","bibtex: Yakabe2012  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1007/s10327-012-0364-z]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMG527JX","journalArticle","2012","Yamamoto, Jun; Tanaka, Kazuaki; Ohtaka, Nobuaki; Sato, Toyozo","Black leaf spot of Japanese persimmon (Diospyros kaki), a new disease caused by Adisciso kaki sp. nov.","Journal of General Plant Pathology","","1610-739X","10.1007/s10327-012-0367-9","http://dx.doi.org/10.1007/s10327-012-0367-9","A new defoliating disease with severe leaf spot of Japanese persimmon (Diospyros kaki) was found in Shimane Prefecture. A fungus, isolated from the ascospores that had formed on the leaf spot, was demonstrated to reproduce the symptoms on leaves and described as a new species, Adisciso kaki, based on morphological and molecular phylogenetic analyses. This fungus is characterized by small ascomata without clypeus, obclavate to broadly cylindrical asci with an amyloid apical apparatus, and hyaline ascospores with a submedian septum. We coined the name black leaf spot (Kurohoshi-rakuyo-byo, in Japanese) for the new disease.","2012","2017-04-11 08:32:46","2017-04-11 08:32:46","","99-105","","2","78","","","","","","","","","","","","","","","","","bibtex: Yamamoto2012  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1007/s10327-012-0367-9]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TK7R6VWX","journalArticle","2013","Toyoda, Kazuhiro; Ikeda, Satoko; Morikawa, Jun-ichi; Hirose, Masaya; Maeda, Aya; Suzuki, Tomoko; Inagaki, Yoshishige; Ichinose, Yuki; Shiraishi, Tomonori","The Medicago truncatula--Mycosphaerella pinodes interaction: a new pathosystem for dissecting fungal-suppressor-mediated disease susceptibility in plants","Journal of General Plant Pathology","","1610-739X","10.1007/s10327-012-0405-7","http://dx.doi.org/10.1007/s10327-012-0405-7","A model pathosystem involving Mycosphaerella pinodes, causal agent of Mycosphaerella blight on pea and barrel medic(k) Medicago truncatula has been developed. Nineteen M. truncatula ecotypes were evaluated for disease susceptibility to M. pinodes strain OMP-1, using detached leaves inoculated with a pycnospore suspension. Inoculation of ecotype R108-1 with the pycnospores allowed direct penetration into the host's epidermal cells, eventually causing leaf spots. Since pycnidia formed abundantly in infected tissues by 3 days post inoculation, M. pinodes is considered to have completed its infection cycle as on a natural host plant. Expression of phenylalanine ammonia-lyase (PAL)-, chalcone synthase (CHS)- and isoflavone reductase (IFR) mRNAs as well as subsequent accumulation of a major phytoalexin, medicarpin, was induced in ecotype R108-1 with an elicitor preparation from M. pinodes, whereas this phytoalexin response was markedly attenuated by supprescins from the same fungus. A transcriptional study of a salicylic acid (SA)-regulated gene encoding pathogenesis-related protein 10-1 (PR10-1) indicated that the suppressor likely interferes with the signal transduction process leading to inducible defenses in M. truncatula. Indeed, the suppressor rendered the host tissues (ecotype R108-1) susceptible to unrelated nonpathogenic fungi, probably through targeting ATPase activity of the host cells. Accordingly, the resistant and susceptible response of pea can be recapitulated in M. truncatula. This model pathosystem thus will allow us to verify the molecular basis underlying the fungal suppressor-mediated plant susceptibility.","2013","2017-04-11 08:32:46","2017-04-11 08:32:46","","1-11","","1","79","","","","","","","","","","","","","","","","","bibtex: Toyoda2013  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1007/s10327-012-0405-7]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U9GSU36M","journalArticle","2013","Kawaguchi, Akira; Tanina, Koji; Inoue, Koji","Spatiotemporal distribution of tomato plants naturally infected with bacterial canker in greenhouses","Journal of General Plant Pathology","","1610-739X","10.1007/s10327-012-0416-4","http://dx.doi.org/10.1007/s10327-012-0416-4","The distribution of plants with tomato bacterial canker within a greenhouse was analyzed using Morisita's binomial index of dispersion, I B , to assess spatial distribution patterns. The distribution patterns of diseased plants were similar in four commercial greenhouses. The degree of clustering of added together diseased plants based on the I B index did not increase with time, but the statistical significance of the cluster distribution did increase, suggesting that new independent cluster points had formed during the investigation. Therefore, a scattered pattern of potentially or apparently diseased plants caused by primary inoculum from residual plants in the soil emerged with time.","2013","2017-04-11 08:32:46","2017-04-11 08:32:46","","46-50","","1","79","","","","","","","","","","","","","","","","","bibtex: Kawaguchi2013  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1007/s10327-012-0416-4]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVCP9XWQ","journalArticle","2013","Zhang, Hong-yan; He, Dong-yang; Kasetsomboon, Teerapong; Zhou, Heng; Li, Ping; Li, Xiang-long; Jantasuriyarat, Chatchawan; Zhou, Bo","Analysis of selected singleton transposable elements (SSTEs) and their application for the development of land PATE markers in Magnaporthe oryzae","Journal of General Plant Pathology","","1610-739X","10.1007/s10327-013-0428-8","http://dx.doi.org/10.1007/s10327-013-0428-8","Transposable elements (TEs) are distributed throughout the genome and play an important role in genome variation of the rice blast fungus, Magnaporthe oryzae. TE-associated molecular markers have been developed and used extensively for diversity analysis in natural populations. Here, we investigated the genomic distribution of a selected group of TEs that are dispersed as singletons, and each is of a size feasible for PCR validation, designated as SSTEs, in the genome of the reference laboratory strain, 70-15. The 75 SSTEs identified were distributed evenly on seven chromosomes of the M. oryzae genome. Approximately 40 % of SSTEs were located either in the coding or promoter regions of the predicted genes. The presence or absence of each SSTE at the respective locus was assessed, resolving significant presence/absence polymorphism among 11 rice blast strains collected from different locations worldwide. The presence/absence (P/A) polymorphism of SSTEs in different strains suggests that they may be useful for developing map-based land PATE markers for genetic analysis in M. oryzae.","2013","2017-04-11 08:32:46","2017-04-11 08:32:46","","96-104","","2","79","","","","","","","","","","","","","","","","","bibtex: Zhang2013  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1007/s10327-013-0428-8]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INHD94CN","journalArticle","2014","Kondo, Toru; Satou, Mamoru; Morikawa, Toshiyuki; Chikuo, Yoshiaki","Brown root rot of Russell prairie gentian caused by Subplenodomus drobnjacensis","Journal of General Plant Pathology","","1610-739X","10.1007/s10327-013-0480-4","http://dx.doi.org/10.1007/s10327-013-0480-4","Brown root rot of Russell prairie gentian was observed in the Aomori Prefecture, Japan in April 2011. The fungal isolate from the diseased root was identified as Subplenodomus drobnjacensis on the basis of its morphological characteristics and nucleotide sequences. The isolate induced similar root rot symptoms when inoculated in healthy Russell prairie gentian plants. We proposed the name ``brown root rot'' for this disease.","2014","2017-04-11 08:32:46","2017-04-11 08:32:46","","99-102","","1","80","","","","","","","","","","","","","","","","","bibtex: Kondo2014  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1007/s10327-013-0480-4]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W5U2K5BN","journalArticle","2014","Gappa-Adachi, Rie; Morita, Yasuaki; Shimomoto, Yoshifumi; Takeuchi, Shigeharu","Bacterial leaf blight of sweet pepper (Capsicum annuum) caused by Pseudomonas cichorii in Japan","Journal of General Plant Pathology","","1610-739X","10.1007/s10327-013-0491-1","http://dx.doi.org/10.1007/s10327-013-0491-1","Sweet peppers (cv. Tosajishi beauty) with leaf blight symptoms were observed in Kochi Prefecture, 2003. Initially, small spots formed on leaves, and later enlarged to brown to dark brown spots, and eventually blighted leaves fell. Several bacteria that caused the same symptoms were isolated and subsequently reisolated. These bacteria were identified as Pseudomonas cichorii on the basis of bacterial characteristics and the 16S rRNA gene sequence. This is the first report of bacterial leaf blight in the sweet pepper in the world.","2014","2017-04-11 08:32:46","2017-04-11 08:32:46","","103-107","","1","80","","","","","","","","","","","","","","","","","bibtex: Gappa-Adachi2014  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1007/s10327-013-0491-1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
